SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Wed Jul 12 16:21:37 CDT 2017
User: Owner
Dark Spectrum Present: Yes
Reference Spectrum Present: Yes
Number of Sampled Component Spectra: 1
Spectrometers: USB4H04489
Integration Time (usec): 50000 (USB4H04489)
Spectra Averaged: 20 (USB4H04489)
Boxcar Smoothing: 0 (USB4H04489)
Correct for Electrical Dark: No (USB4H04489)
Strobe/Lamp Enabled: No (USB4H04489)
Correct for Detector Non-linearity: No (USB4H04489)
Correct for Stray Light: No (USB4H04489)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
580.28	-5.84
580.38	-5.84
580.48	-5.84
580.59	0.41
580.69	-28.47
580.79	5.73
580.90	4.30
581.00	6.96
581.11	-7.37
581.21	-21.50
581.31	18.33
581.42	-3.58
581.52	12.29
581.62	-12.70
581.73	8.60
581.83	4.10
581.93	15.05
582.04	35.12
582.14	1936.25
582.25	3067.35
582.35	3189.92
582.45	3286.27
582.56	3429.73
582.66	3568.89
582.76	3703.65
582.87	3840.86
582.97	3985.14
583.07	4020.37
583.18	4171.51
583.28	4190.04
583.38	4262.03
583.49	4185.74
583.59	4185.84
583.70	4045.76
583.80	3939.27
583.90	3787.62
584.01	3831.34
584.11	3814.03
584.21	3949.51
584.32	3934.66
584.42	4050.98
584.52	4041.97
584.63	4091.53
584.73	4065.01
584.83	4169.97
584.94	4158.20
585.04	4103.31
585.14	3931.59
585.25	3834.31
585.35	3604.22
585.45	3591.73
585.56	3557.94
585.66	3760.38
585.76	3610.88
585.87	3390.31
585.97	3108.61
586.07	2779.20
586.18	2479.48
586.28	2399.50
586.38	2426.64
586.49	2596.01
586.59	2687.75
586.69	2812.07
586.80	2848.21
586.90	2971.19
587.00	3042.67
587.11	3185.51
587.21	3248.08
587.31	3356.42
587.41	3473.05
587.52	3630.54
587.62	3770.31
587.72	3947.97
587.83	4082.83
587.93	4263.26
588.03	4395.15
588.14	4407.64
588.24	4491.20
588.34	4623.90
588.45	4595.13
588.55	4742.48
588.65	4714.01
588.75	4547.11
588.86	4426.79
588.96	4327.87
589.06	4179.09
589.17	4270.63
589.27	4338.72
589.37	4407.23
589.48	4505.63
589.58	4596.87
589.68	4576.08
589.78	4647.76
589.89	4617.35
589.99	4733.67
590.09	4781.70
590.20	4642.75
590.30	4519.15
590.40	4379.38
590.50	4137.31
590.61	4075.36
590.71	4119.18
590.81	4411.73
590.92	4245.95
591.02	4051.29
591.12	3668.42
591.22	3220.84
591.33	2850.87
591.43	2720.93
591.53	2668.09
591.64	2735.47
591.74	2889.48
591.84	3029.36
591.94	3064.38
592.05	3148.55
592.15	3264.15
592.25	3404.65
592.35	3433.11
592.46	3593.26
592.56	3695.87
592.66	3945.92
592.76	4098.70
592.87	4229.98
592.97	4333.81
593.07	4565.95
593.18	4600.97
593.28	4692.20
593.38	4663.84
593.48	4737.26
593.59	4736.85
593.69	4941.75
593.79	4919.94
593.89	4921.68
594.00	4779.75
594.10	4700.91
594.20	4531.44
594.30	4452.39
594.41	4489.35
594.51	4611.00
594.61	4680.63
594.71	4786.41
594.82	4927.31
594.92	4971.34
595.02	4999.81
595.12	5022.54
595.23	5155.66
595.33	5161.50
595.43	5143.06
595.53	5095.04
595.64	4918.09
595.74	4732.55
595.84	4509.63
595.94	4524.78
596.04	4608.13
596.15	4584.58
596.25	4168.23
596.35	3860.73
596.45	3308.60
596.56	2817.39
596.66	2547.06
596.76	2510.30
596.86	2546.96
596.97	2692.46
597.07	2790.66
597.17	2891.12
597.27	2962.49
597.37	3124.38
597.48	3178.04
597.58	3325.18
597.68	3370.96
597.78	3549.74
597.89	3650.71
597.99	3813.73
598.09	3968.04
598.19	4134.54
598.29	4322.03
598.40	4533.49
598.50	4739.20
598.60	4905.91
598.70	4957.42
598.80	5147.57
598.91	5179.21
599.01	5257.65
599.11	5352.37
599.21	5549.89
599.31	5312.64
599.42	5204.50
599.52	5074.05
599.62	4907.55
599.72	4739.20
599.82	4815.70
599.93	4892.09
600.03	5071.69
600.13	5165.18
600.23	5232.05
600.33	5289.39
600.44	5324.31
600.54	5363.83
600.64	5493.57
600.74	5481.29
600.84	5522.55
600.95	5274.03
601.05	5125.55
601.15	4845.19
601.25	4677.66
601.35	4554.58
601.46	4840.48
601.56	4850.41
601.66	4758.66
601.76	4205.30
601.86	3838.00
601.96	3195.65
602.07	2682.22
602.17	2544.81
602.27	2585.87
602.37	2630.31
602.47	2735.37
602.57	2830.80
602.68	2909.45
602.78	2917.84
602.88	2989.22
602.98	3061.00
603.08	3132.37
603.18	3157.66
603.29	3287.40
603.39	3343.00
603.49	3450.93
603.59	3531.41
603.69	3708.05
603.79	3817.52
603.90	4040.44
604.00	4081.09
604.10	4278.21
604.20	4407.95
604.30	4446.86
604.40	4458.43
604.51	4546.59
604.61	4577.31
604.71	4752.62
604.81	4626.98
604.91	4583.87
605.01	4387.26
605.11	4258.96
605.22	3931.28
605.32	4021.29
605.42	3992.41
605.52	4172.43
605.62	4179.09
605.72	4222.30
605.83	4178.98
605.93	4378.35
606.03	4346.61
606.13	4432.83
606.23	4437.44
606.33	4487.92
606.43	4436.41
606.53	4308.11
606.64	3952.78
606.74	3846.29
606.84	3559.68
606.94	3574.63
607.04	3617.84
607.14	3845.06
607.24	3648.87
607.35	3266.31
607.45	2845.14
607.55	2334.58
607.65	1828.84
607.75	1620.46
607.85	1625.06
607.95	1692.54
608.05	1686.40
608.16	1741.29
608.26	1735.76
608.36	1746.51
608.46	1729.00
608.56	1743.23
608.66	1752.86
608.76	1735.96
608.86	1802.83
608.96	1818.70
609.07	1807.74
609.17	1844.20
609.27	1892.32
609.37	1944.65
609.47	2034.35
609.57	2120.06
609.67	2193.48
609.77	2301.00
609.87	2295.06
609.98	2378.82
610.08	2347.28
610.18	2428.99
610.28	2479.17
610.38	2551.36
610.48	2560.17
610.58	2539.69
610.68	2375.23
610.78	2367.66
610.88	2257.78
610.98	2211.40
611.09	2230.85
611.19	2333.87
611.29	2330.79
611.39	2396.12
611.49	2415.27
611.59	2459.20
611.69	2452.03
611.79	2545.01
611.89	2548.59
611.99	2598.05
612.09	2636.15
612.20	2621.50
612.30	2515.32
612.40	2463.30
612.50	2343.29
612.60	2255.94
612.70	2217.64
612.80	2353.83
612.90	2445.27
613.00	2372.26
613.10	2222.56
613.20	1990.83
613.30	1718.35
613.40	1456.82
613.50	1346.64
613.61	1359.54
613.71	1414.02
613.81	1459.79
613.91	1523.07
614.01	1510.17
614.11	1548.16
614.21	1552.05
614.31	1603.97
614.41	1629.77
614.51	1648.00
614.61	1680.15
614.71	1717.73
614.81	1775.28
614.91	1782.04
615.01	1820.34
615.11	1858.84
615.22	1936.05
615.32	1969.53
615.42	2045.41
615.52	2084.83
615.62	2136.85
615.72	2152.72
615.82	2132.45
615.92	2133.06
616.02	2199.72
616.12	2190.00
616.22	2192.56
616.32	2165.42
616.42	2144.74
616.52	2122.82
616.62	1988.58
616.72	2004.14
616.82	1978.13
616.92	1971.89
617.02	2021.14
617.12	2016.53
617.22	2038.96
617.32	2002.09
617.42	1977.83
617.52	1979.46
617.62	2042.03
617.72	2010.70
617.83	2054.42
617.93	2025.44
618.03	1989.29
618.13	1891.30
618.23	1833.85
618.33	1749.48
618.43	1777.02
618.53	1754.70
618.63	1722.24
618.73	1740.26
618.83	1737.60
618.93	1586.97
619.03	1438.29
619.13	1303.33
619.23	1201.24
619.33	1092.18
619.43	1071.29
619.53	1084.91
619.63	1056.34
619.73	1128.02
619.83	1105.19
619.93	1081.02
620.03	1127.71
620.13	1128.94
620.23	1150.34
620.33	1108.46
620.43	1183.32
620.53	1179.22
620.63	1241.79
620.73	1240.86
620.83	1338.55
620.93	1342.96
621.03	1452.93
621.13	1461.23
621.23	1528.81
621.33	1593.93
621.43	1621.89
621.53	1668.38
621.63	1756.95
621.73	1831.50
621.83	1887.10
621.93	1966.97
622.03	2064.76
622.13	2124.15
622.23	2209.45
622.33	2192.25
622.43	2325.16
622.53	2286.97
622.63	2263.01
622.73	2327.11
622.83	2330.59
622.93	2262.39
623.03	2243.34
623.13	2185.39
623.23	2179.86
623.33	2188.15
623.42	2206.58
623.52	2247.44
623.62	2371.55
623.72	2370.73
623.82	2341.65
623.92	2329.87
624.02	2211.60
624.12	2143.71
624.22	2074.29
624.32	2101.11
624.42	2124.15
624.52	2113.09
624.62	2116.17
624.72	2047.05
624.82	1974.24
624.92	1823.61
625.02	1811.33
625.12	1860.78
625.22	1924.89
625.32	2033.33
625.42	2098.55
625.52	2023.80
625.62	1963.39
625.72	1849.11
625.82	1782.35
625.91	1702.78
626.01	1703.60
626.11	1816.96
626.21	1901.54
626.31	1948.23
626.41	2054.32
626.51	2044.59
626.61	2160.20
626.71	2202.59
626.81	2232.59
626.91	2256.25
627.01	2342.57
627.11	2415.99
627.21	2592.93
627.31	2809.20
627.41	2970.27
627.51	3013.28
627.60	3002.01
627.70	2868.79
627.80	2680.59
627.90	2492.58
628.00	2366.94
628.10	2360.80
628.20	2520.33
628.30	2648.02
628.40	2741.72
628.50	2852.00
628.60	2995.15
628.70	3095.71
628.80	3386.93
628.89	3403.83
628.99	3598.69
629.09	3756.38
629.19	3895.03
629.29	3999.58
629.39	4143.96
629.49	4216.97
629.59	4300.73
629.69	4355.31
629.79	4416.04
629.89	4417.57
629.98	4427.09
630.08	4354.08
630.18	4364.84
630.28	4367.19
630.38	4539.02
630.48	4630.35
630.58	4795.11
630.68	4996.84
630.78	5205.42
630.88	5296.05
630.98	5368.24
631.07	5469.00
631.17	5589.93
631.27	5608.98
631.37	5815.72
631.47	5829.24
631.57	5896.41
631.67	5965.32
631.77	6084.62
631.87	6197.46
631.96	6481.21
632.06	6750.41
632.16	6686.21
632.26	6229.00
632.36	5702.67
632.46	4737.98
632.56	3681.33
632.66	2820.26
632.75	2349.12
632.85	1995.34
632.95	1863.55
633.05	1855.56
633.15	1874.30
633.25	1864.98
633.35	1940.76
633.45	1904.92
633.55	1953.86
633.64	1917.00
633.74	1899.18
633.84	1907.68
633.94	1941.37
634.04	1920.38
634.14	1889.46
634.24	1892.43
634.33	1987.76
634.43	2043.05
634.53	2184.88
634.63	2265.36
634.73	2391.21
634.83	2495.86
634.93	2662.77
635.02	2743.77
635.12	2936.17
635.22	3017.99
635.32	3198.52
635.42	3320.99
635.52	3491.68
635.62	3662.08
635.71	3895.85
635.81	4008.69
635.91	4168.74
636.01	4323.88
636.11	4526.52
636.21	4626.16
636.31	4780.57
636.40	4707.15
636.50	4770.23
636.60	4718.52
636.70	4897.41
636.80	4829.42
636.90	4914.92
636.99	4751.90
637.09	4642.54
637.19	4455.87
637.29	4334.42
637.39	4142.02
637.49	4307.60
637.58	4370.77
637.68	4530.62
637.78	4640.39
637.88	4771.15
637.98	4715.76
638.08	4826.96
638.17	4775.04
638.27	4658.62
638.37	4676.95
638.47	4820.10
638.57	4849.69
638.66	4919.94
638.76	4645.00
638.86	4520.07
638.96	4227.62
639.06	3930.36
639.16	3900.15
639.25	3991.18
639.35	4105.46
639.45	4353.78
639.55	4329.92
639.65	4146.73
639.74	3684.30
639.84	3276.65
639.94	2813.81
640.04	2437.90
640.14	2248.16
640.23	2295.26
640.33	2346.77
640.43	2464.42
640.53	2443.94
640.63	2562.62
640.73	2523.51
640.82	2610.55
640.92	2589.04
641.02	2602.15
641.12	2539.17
641.21	2575.12
641.31	2529.96
641.41	2578.60
641.51	2694.51
641.61	2834.80
641.70	2924.19
641.80	3148.44
641.90	3279.82
642.00	3506.74
642.10	3737.54
642.19	4026.61
642.29	4137.72
642.39	4504.20
642.49	4674.18
642.59	5025.31
642.68	5268.91
642.78	5534.02
642.88	5921.29
642.98	6248.05
643.07	6506.60
643.17	6845.75
643.27	7064.67
643.37	7535.81
643.46	7579.53
643.56	7878.43
643.66	7994.96
643.76	7994.55
643.86	8073.50
643.95	8229.05
