SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Wed Jul 12 16:55:21 CDT 2017
User: Owner
Dark Spectrum Present: Yes
Reference Spectrum Present: Yes
Number of Sampled Component Spectra: 1
Spectrometers: USB4H04489
Integration Time (usec): 37000 (USB4H04489)
Spectra Averaged: 20 (USB4H04489)
Boxcar Smoothing: 0 (USB4H04489)
Correct for Electrical Dark: No (USB4H04489)
Strobe/Lamp Enabled: No (USB4H04489)
Correct for Detector Non-linearity: No (USB4H04489)
Correct for Stray Light: No (USB4H04489)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
580.28	-1.33
580.38	-1.33
580.48	-1.33
580.59	6.86
580.69	-11.98
580.79	-6.04
580.90	-22.53
581.00	-10.14
581.11	-3.17
581.21	3.07
581.31	-21.30
581.42	5.63
581.52	6.96
581.62	-4.92
581.73	23.14
581.83	20.79
581.93	32.46
582.04	118.07
582.14	7447.64
582.25	11592.63
582.35	11760.26
582.45	12065.81
582.56	12303.58
582.66	12705.91
582.76	13158.40
582.87	13518.95
582.97	13981.07
583.07	13892.60
583.18	14343.15
583.28	14421.08
583.38	14494.91
583.49	14248.13
583.59	14254.17
583.70	13775.46
583.80	13455.36
583.90	13139.56
584.01	13162.40
584.11	13052.11
584.21	13500.93
584.32	13487.72
584.42	13979.33
584.52	13906.94
584.63	13978.51
584.73	13918.61
584.83	14230.41
584.94	14093.40
585.04	13709.41
585.14	13310.06
585.25	12850.29
585.35	12264.26
585.45	12123.77
585.56	11821.49
585.66	12414.58
585.76	12023.62
585.87	11389.47
585.97	10614.31
586.07	9785.09
586.18	9112.74
586.28	8990.79
586.38	9143.26
586.49	9723.35
586.59	9990.61
586.69	10397.74
586.80	10532.19
586.90	11125.39
587.00	11240.99
587.11	11617.61
587.21	11857.02
587.31	12131.55
587.41	12400.35
587.52	12841.17
587.62	13119.49
587.72	13547.11
587.83	13845.70
587.93	14380.53
588.03	14744.56
588.14	14772.00
588.24	15090.05
588.34	15414.75
588.45	15305.39
588.55	15569.89
588.65	15400.11
588.75	14989.49
588.86	14616.15
588.96	14359.84
589.06	13904.27
589.17	14265.13
589.27	14400.50
589.37	14669.40
589.48	15031.48
589.58	15248.87
589.68	15391.00
589.78	15544.90
589.89	15328.33
589.99	15744.99
590.09	15714.58
590.20	15293.31
590.30	14813.06
590.40	14352.98
590.50	13679.10
590.61	13462.12
590.71	13424.13
590.81	14192.01
590.92	13795.32
591.02	13337.19
591.12	12448.27
591.22	11292.70
591.33	10290.02
591.43	10037.91
591.53	9790.21
591.64	10076.52
591.74	10453.34
591.84	10949.57
591.94	11145.15
592.05	11357.63
592.15	11783.50
592.25	12171.28
592.35	12229.65
592.46	12661.36
592.56	12869.85
592.66	13522.33
592.76	13800.14
592.87	14125.86
592.97	14201.84
593.07	14787.26
593.18	14594.85
593.28	14816.95
593.38	14741.59
593.48	14876.04
593.59	14822.38
593.69	15273.03
593.79	15156.20
593.89	15079.30
594.00	14602.63
594.10	14422.92
594.20	13942.78
594.30	13855.23
594.41	13928.24
594.51	14152.80
594.61	14226.52
594.71	14719.06
594.82	15074.69
594.92	15208.73
595.02	15353.62
595.12	15421.41
595.23	15625.08
595.33	15626.41
595.43	15483.26
595.53	15237.60
595.64	14645.33
595.74	14190.38
595.84	13454.85
595.94	13396.58
596.04	13344.36
596.15	13192.61
596.25	12070.73
596.35	11340.32
596.45	9915.55
596.56	8841.39
596.66	8201.09
596.76	8226.69
596.86	8332.37
596.97	8778.31
597.07	9002.26
597.17	9336.79
597.27	9499.81
597.37	10014.36
597.48	10148.20
597.58	10550.62
597.68	10494.71
597.78	10981.93
597.89	11127.95
597.99	11580.96
598.09	11744.38
598.19	12174.46
598.29	12479.81
598.40	13064.50
598.50	13469.49
598.60	13641.62
598.70	13911.44
598.80	14254.37
598.91	14403.57
599.01	14449.96
599.11	14633.15
599.21	15043.87
599.31	14352.37
599.42	14063.09
599.52	13766.55
599.62	13379.58
599.72	12947.57
599.82	13063.58
599.93	13356.03
600.03	13645.21
600.13	13920.66
600.23	14213.82
600.33	14361.59
600.44	14450.67
600.54	14431.83
600.64	14650.86
600.74	14507.81
600.84	14655.26
600.95	13942.57
601.05	13501.95
601.15	12747.58
601.25	12301.33
601.35	11828.97
601.46	12324.88
601.56	12197.29
601.66	12005.60
601.76	10701.76
601.86	9943.61
601.96	8567.88
602.07	7630.73
602.17	7289.03
602.27	7386.72
602.37	7598.17
602.47	7902.29
602.57	8142.42
602.68	8335.95
602.78	8382.54
602.88	8747.39
602.98	8926.38
603.08	8959.86
603.18	9118.38
603.29	9356.76
603.39	9412.05
603.49	9627.71
603.59	9675.73
603.69	10017.43
603.79	10203.08
603.90	10579.50
604.00	10658.45
604.10	11114.94
604.20	11327.52
604.30	11484.50
604.40	11434.63
604.51	11524.12
604.61	11500.16
604.71	11864.70
604.81	11554.23
604.91	11455.42
605.01	10897.24
605.11	10647.18
605.22	10023.78
605.32	10221.92
605.42	10168.68
605.52	10481.30
605.62	10465.22
605.72	10730.33
605.83	10620.46
605.93	11133.99
606.03	11057.70
606.13	11219.69
606.23	11131.02
606.33	11236.69
606.43	10944.45
606.53	10635.92
606.64	9857.49
606.74	9649.41
606.84	8905.39
606.94	8794.29
607.04	8875.38
607.14	9203.67
607.24	8842.62
607.35	7963.22
607.45	7035.18
607.55	6126.60
607.65	4998.37
607.75	4657.70
607.85	4655.54
607.95	4814.57
608.05	4890.04
608.16	5067.60
608.26	5004.83
608.36	5183.20
608.46	5195.39
608.56	5309.87
608.66	5270.65
608.76	5304.44
608.86	5379.40
608.96	5481.18
609.07	5403.87
609.17	5492.04
609.27	5526.55
609.37	5604.98
609.47	5729.19
609.57	5984.06
609.67	6074.07
609.77	6266.48
609.87	6319.11
609.98	6471.17
610.08	6407.89
610.18	6516.02
610.28	6630.30
610.38	6795.47
610.48	6711.60
610.58	6637.77
610.68	6388.95
610.78	6327.92
610.88	6088.61
610.98	6001.37
611.09	6033.73
611.19	6305.80
611.29	6259.10
611.39	6479.16
611.49	6508.96
611.59	6658.46
611.69	6789.02
611.79	6936.27
611.89	6927.87
611.99	7022.48
612.09	7150.28
612.20	7053.20
612.30	6854.14
612.40	6690.61
612.50	6418.33
612.60	6253.37
612.70	6067.72
612.80	6347.58
612.90	6545.62
613.00	6378.19
613.10	6047.96
613.20	5637.85
613.30	5047.22
613.40	4586.53
613.50	4378.97
613.61	4431.19
613.71	4578.44
613.81	4691.59
